rank,algorithm,model,device,validation_rmse,validation_mae,validation_r2,validation_nasa_score,train_seconds,predict_seconds,test_rmse,test_mae,test_r2,test_nasa_score
1,XGBoost,XGBoost improved,cuda,17.065705228577023,13.158454513549804,0.5545043978513153,99.63851549759464,0.954776700000366,0.0287253000005875,19.185231307818945,14.556310920715331,0.7868553014457397,644.7972909712336
2,CatBoost,CatBoost improved,GPU,17.90845952332037,13.906988240938515,0.5094182358454369,109.22889200043232,12.284787799999322,0.0063289999998232,18.940692902786918,14.311392883024237,0.7922542341137497,624.290973208483
